6001,9160,2010,1890
6002,11410,1570,520
6010,29910,3620,460
6013,4550,1200,440
6016,3270,580,80
6018,1440,120,0
6019,4780,1000,550
6021,310,60,20
6023,740,170,30
6024,280,30,0
6026,2720,620,160
6027,750,150,30
6029,7880,1680,440
6031,620,70,30
6032,9310,1850,1210
6033,14240,3300,1920
6035,3800,890,270
6037,10010,2070,520
6039,1140,170,110
6040,17660,2120,450
6042,12160,1500,150
6043,2640,580,190
6051,12670,290,0
6052,3830,380,80
6053,15200,880,70
6057,3370,760,200
6058,860,130,50
6060,1200,340,170
6062,9370,1160,110
6063,1670,390,50
6065,410,80,0
6066,15240,2100,280
6067,10570,1880,500
6068,760,100,80
6069,1160,180,120
6070,7420,1890,1100
6071,4640,1010,350
6073,2750,640,610
6074,13200,2930,900
6076,6120,850,110
6078,5010,1060,500
6081,730,130,0
6082,20970,2860,280
6084,7080,1840,570
6085,3510,730,290
6088,2700,280,30
6089,1410,300,200
6090,570,130,110
6092,2030,510,460
6093,1750,410,110
6095,15510,2450,470
6096,6860,850,80
6098,5550,540,70
6103,1020,170,90
6105,8500,370,260
6106,15120,330,40
6107,9360,2560,1480
6108,11520,560,70
6109,14120,2650,620
6110,6460,670,110
6111,16190,2730,340
6112,9500,180,0
6114,11510,240,0
6117,7060,1640,1340
6118,13840,1160,100
6119,7550,1090,510
6120,4240,40,0
6226,6890,280,20
6231,1770,480,120
6232,1690,350,70
6234,3690,540,80
6235,1090,150,0
6237,2770,640,110
6238,6130,1280,210
6239,5030,440,40
6241,2950,310,30
6242,710,130,20
6243,160,0,0
6247,1200,190,30
6248,2820,720,260
6249,3490,690,80
6250,2420,470,90
6254,1000,170,30
6255,2090,270,0
6256,1150,90,0
6259,1780,320,110
6260,4390,390,50
6262,360,40,0
6264,340,50,0
6266,290,30,0
6268,3270,700,230
6277,2020,320,50
6278,2200,410,60
6279,2770,540,100
6280,1560,210,20
6281,3200,610,160
6282,530,120,0
6320,12570,660,130
6330,1370,160,0
6331,2500,390,30
6333,3340,770,430
6334,1270,190,30
6335,3330,760,140
6339,4210,740,140
6340,13890,1310,280
6351,7810,1040,90
6353,230,0,0
6354,2560,240,20
6355,6790,1410,480
6357,5810,1100,270
6359,2650,500,130
6360,17810,1410,210
6365,2320,430,60
6370,3620,690,90
6371,4980,1010,580
6374,3700,360,20
6375,1960,330,50
6377,1230,180,0
6378,2900,560,380
6379,4400,640,180
6380,1280,40,0
6382,5310,550,40
6384,1330,210,0
6385,8480,1470,390
6401,9080,890,60
6403,2970,570,70
6405,15390,2400,860
6409,340,70,0
6410,13280,3160,1370
6412,1990,370,150
6413,6860,1220,270
6415,8100,1800,320
6416,7540,1460,400
6417,2390,420,100
6418,6140,680,50
6419,3150,750,320
6420,2080,510,130
6422,3650,880,320
6423,2510,560,140
6424,6260,1400,290
6426,1770,400,310
6437,11030,2450,1440
6438,1310,300,100
6441,2830,660,190
6442,1390,300,100
6443,9000,2030,1400
6447,3060,790,260
6450,17620,1900,170
6451,11400,1070,90
6455,1690,380,100
6457,22390,3100,580
6460,20180,3590,860
6461,7470,1600,450
6468,9410,2230,950
6469,1550,300,40
6470,7480,1720,1110
6471,4090,760,150
6472,3380,730,140
6473,12460,2530,620
6475,5520,1040,410
6477,6910,1720,770
6478,6140,1590,410
6479,4870,1010,170
6480,4750,1020,250
6481,590,120,0
6482,5080,1190,680
6483,8270,1400,210
6484,20480,4130,1110
6488,9950,2000,930
6489,16290,3270,830
6492,23270,4070,840
6498,3580,550,200
6510,1460,210,100
6511,20270,1180,600
6512,14750,1590,190
6513,16250,780,70
6514,12860,1520,190
6515,6950,740,250
6516,26070,2310,220
6517,7630,1280,460
6518,7500,1490,370
6519,6090,130,0
6524,2750,680,270
6525,4510,950,970
6604,11320,510,80
6605,9810,410,100
6606,21770,1210,90
6607,3310,40,0
6608,5370,40,0
6610,10530,390,0
6611,17130,4090,1830
6612,3460,710,830
6614,16850,3020,530
6615,9340,980,180
6702,940,0,0
6704,10890,420,20
6705,12420,610,0
6706,6100,300,0
6708,13730,1150,110
6710,3990,150,20
6712,4790,1040,180
6716,8310,1450,210
6750,690,100,0
6751,1860,330,90
6752,870,180,110
6754,780,120,40
6755,560,100,30
6756,1460,290,90
6757,1120,150,60
6759,2930,560,270
6762,3710,840,420
6763,1070,170,50
6770,15480,1940,170
6776,13200,2330,610
6777,890,120,60
6778,620,120,20
6779,4030,460,30
6782,1220,200,20
6783,1110,250,150
6784,1830,440,190
6785,320,50,40
6786,4820,650,50
6787,3940,600,70
6790,17440,1690,210
6791,2750,580,150
6793,550,90,100
6794,630,90,80
6795,7150,1440,330
6796,430,60,30
6798,5040,1000,430
6801,9260,1860,510
6804,8460,1870,850
6807,3490,580,870
6810,23570,2040,500
6811,14580,2690,790
6812,6690,1560,660
6820,9140,1320,3680
6824,14910,2950,3330
6825,9520,2020,1070
6830,12100,1530,2860
6831,7380,1120,2060
6840,9210,1280,3430
6850,10080,1540,690
6851,14230,2470,1020
6853,1730,290,650
6854,13900,1370,540
6855,4070,540,320
6870,3330,580,1210
6877,11270,2350,3030
6878,3620,520,1270
6880,12700,1970,4340
6883,4520,760,1640
6890,2140,370,620
6896,4150,920,960
6897,8330,1540,2750
6901,4070,610,400
6902,32950,3430,2270
6903,6980,1450,2130
6905,10980,2160,1130
6906,5010,760,250
6907,4840,940,400
