75942,56274,57233,60285,64792,70414,71638,75588
75943,138359,140492,146278,155865,168242,178076,192496
75944,84010,85338,88525,93913,100071,100082,103433
75946,96813,98289,104454,111184,118488,122749,128053
75949,80940,84156,88452,94651,102143,109781,118680
75951,65024,66168,69195,74278,78577,82778,86495
75954,72429,75203,78773,83295,88891,93618,97377
75956,70404,71128,74688,80448,85520,90876,95213
75960,70052,67849,70533,75390,80896,85057,87861
75961,86696,88007,92300,98521,103439,107354,112500
75963,137093,139296,147211,156570,164788,172924,179805
75964,84335,85948,89959,95907,101838,106400,110442
75965,140542,143188,149790,159125,169097,177985,187612
75966,70068,68902,69329,73680,79099,84071,91875
75969,86930,90154,95721,103061,113178,122189,130698
75972,64957,66684,69398,73629,77537,85072,91714
75973,90171,94454,99765,104006,112017,121333,123807
75974,76099,77678,81638,87336,93219,97159,100691
75975,78033,81539,85699,89592,98317,102112,105972
75976,56060,55905,58927,61729,64904,68629,73781
75977,64070,63633,63397,67115,73573,77107,85205
75978,66199,67271,71539,77059,82781,84361,90927
75979,62933,63203,66702,71138,76097,79923,85799
75980,60440,63816,66987,72629,79679,86279,93084
76001,141333,143384,151552,161994,176159,194042,212695
76002,138333,140338,149241,160223,175211,192738,212338
76005,283246,283201,290819,305442,326817,349189,380182
76006,178052,178165,187989,196509,206139,224158,245411
76008,253677,257276,269682,287519,305123,331275,347263
76009,102360,99000,104731,121729,128697,146497,161297
76010,83928,83584,84672,89965,97785,112436,130006
76011,89863,89683,95048,100983,108086,119321,133292
76012,146459,149081,157319,166186,177246,194415,214187
76013,130182,130498,137644,146071,157587,172867,190443
76014,87215,87789,92100,101197,113554,128698,146709
76015,108555,107769,112743,120621,132164,146672,165236
76016,147842,150372,159254,168096,180030,196925,216074
76017,129339,131198,138864,147337,160231,176369,193251
76018,108744,109418,115089,124830,136836,152760,170172
76020,127948,130441,136020,144949,154538,169844,186714
76021,169454,172969,181594,191041,206664,229208,250538
76022,122193,125148,130823,139016,151503,167291,186024
76023,134505,135028,139139,146784,154117,161339,182122
76028,137871,139522,146686,159837,171410,187669,207554
76031,79292,78213,81800,87172,92377,106410,121065
76033,105970,103051,104491,112893,121658,136078,148706
76034,401634,409697,430759,459030,489889,521539,548695
76035,207064,210945,223834,239011,252034,268633,285173
76036,132467,133046,139154,149177,159219,172333,189466
