32003,12970,2930,990
32008,2070,140,20
32009,1430,190,30
32011,6710,880,100
32024,7780,660,120
32025,7650,460,80
32033,2230,260,40
32034,16430,3240,1530
32038,3890,270,30
32040,3360,380,40
32043,14600,2230,590
32044,720,50,0
32046,3910,390,40
32052,2450,150,0
32053,1450,90,0
32054,3940,270,40
32055,6330,430,110
32058,1440,110,0
32059,1040,80,0
32060,7580,510,80
32061,130,0,0
32062,1030,80,0
32063,5230,540,70
32064,3050,140,40
32065,16430,2140,300
32066,1900,150,20
32068,23690,2540,220
32071,1370,80,20
32073,20150,2030,370
32080,10730,1980,860
32081,7250,2450,1010
32082,14970,2940,3260
32083,600,40,0
32084,15420,1320,420
32086,13870,1670,290
32087,1630,140,0
32091,6160,430,60
32092,15950,3840,1040
32094,1140,80,20
32095,4990,1080,530
32096,1120,80,0
32097,9090,1170,150
32102,1000,70,0
32110,3290,160,30
32112,2570,90,20
32113,2440,120,30
32114,12820,290,70
32117,11740,350,70
32118,8680,840,420
32119,10380,620,120
32124,2040,280,70
32127,14430,1510,490
32128,9050,1600,560
32129,10580,710,90
32130,2380,170,40
32131,1810,190,40
32132,3670,230,50
32134,2870,170,0
32136,4080,570,230
32137,20340,2710,1010
32139,440,30,0
32140,660,50,0
32141,8290,600,80
32145,2310,100,0
32148,3770,160,0
32159,13960,1460,310
32162,28080,5770,1140
32164,20620,1510,160
32168,12720,1500,480
32169,5210,940,480
32174,24810,3230,1070
32176,7180,880,430
32177,9500,620,80
32179,3070,150,30
32180,1640,110,0
32181,930,40,0
32187,840,70,0
32189,2020,110,0
32190,500,30,0
32193,460,50,0
32195,1570,110,30
32202,1680,120,110
32204,3710,340,150
32205,13890,1000,420
32206,7070,200,40
32207,16030,1480,910
32208,13720,350,0
32209,13910,140,0
32210,28840,1600,730
32211,14640,610,90
32212,780,20,0
32216,19100,1510,240
32217,9620,950,420
32218,28260,2370,210
32219,5680,390,40
32220,5640,650,70
32221,13200,1320,140
32222,5510,550,40
32223,12500,2380,770
32224,18460,3050,1410
32225,27840,3730,920
32226,8570,1550,290
32227,610,40,0
32228,140,0,0
32233,11530,1290,730
32234,3130,240,40
32244,28180,1540,110
32246,25300,2500,370
32250,15190,2500,1210
32254,5650,100,0
32256,24130,2630,1280
32257,19130,2160,540
32258,16120,3080,480
32259,21290,6240,2160
32266,3850,710,300
32277,14600,1030,140
32301,12760,650,170
32303,22900,1660,360
32304,12350,120,30
32305,8350,260,20
32308,11050,1640,600
32309,14760,3250,1000
32310,6020,270,30
32311,9390,1460,360
32312,15400,3760,1710
32317,7430,1760,380
32320,1310,110,0
32321,1820,150,0
32322,1180,100,30
32324,1720,110,0
32327,10690,1140,130
32328,1390,150,80
32331,1580,120,0
32332,820,0,0
32333,5330,510,80
32334,690,60,0
32336,550,50,0
32340,3540,200,30
32343,1520,40,0
32344,4590,450,80
32346,740,90,30
32347,3030,260,40
32348,3940,300,50
32350,570,50,0
32351,6400,280,50
32352,2560,110,30
32358,860,100,0
32359,690,70,0
32401,10440,530,210
32403,1210,90,0
32404,17470,1470,150
32405,13750,1260,330
32407,5990,620,200
32408,8090,950,350
32409,4110,460,100
32413,7230,790,270
32420,940,70,0
32421,1640,120,0
32423,540,40,0
32424,2290,150,30
32425,4570,290,50
32426,380,0,0
32427,440,0,0
32428,6090,480,90
32430,480,40,0
32431,1990,120,0
32433,5940,340,40
32435,2880,250,50
32437,270,0,0
32438,1420,50,0
32439,4660,540,110
32440,2080,150,30
32442,1520,130,0
32443,1310,60,0
32444,10260,1510,320
32445,540,30,0
32446,3970,410,80
32448,3340,170,30
32449,190,0,0
32455,1630,80,0
32456,3460,410,140
32459,9110,1430,920
32460,1670,120,0
32462,1390,80,0
32464,1410,100,0
32465,2290,150,30
32466,2680,180,0
32501,4220,320,160
32502,1700,150,120
32503,14790,1460,610
32504,11040,1170,400
32505,11540,360,80
32506,15840,1110,120
32507,13900,1510,530
32508,1070,50,0
32514,18560,1510,330
32526,18240,1800,310
32531,2630,290,40
32533,13050,1900,260
32534,7540,470,60
32535,1710,150,0
32536,12500,1560,190
32539,11540,1060,80
32541,9430,1340,820
32542,1360,40,0
32544,950,20,0
32547,16620,1480,260
32548,11140,920,270
32550,4170,770,580
32561,4370,900,700
32563,11740,1860,650
32564,1250,120,0
32565,2330,300,50
32566,18310,2900,440
32567,1610,170,20
32568,1310,180,0
32569,6050,620,100
32570,13240,1260,160
32571,15490,2330,440
32577,2270,280,60
32578,15900,3430,890
32579,5480,940,250
32580,2050,250,60
32583,9850,940,190
32601,6730,320,120
32603,1050,80,50
32605,11750,1750,600
32606,11010,1920,570
32607,12950,1030,580
32608,20040,2420,1260
32609,7670,300,30
32615,6460,910,190
32617,1740,130,20
32618,2970,290,50
32619,1970,150,0
32621,2100,90,0
32622,570,60,0
32625,650,70,20
32626,2810,190,0
32628,1460,110,0
32631,230,50,0
32640,4160,300,40
32641,5630,150,0
32643,4660,580,90
32648,140,0,0
32653,6490,1070,380
32656,5820,500,60
32666,2580,250,70
32667,1680,210,70
32668,2130,150,50
32669,6330,990,350
32680,3010,120,20
32686,1800,100,70
32693,4430,280,60
32694,800,70,0
32696,5180,360,70
32701,11550,830,190
32702,1390,120,0
32703,22650,1550,310
32707,17770,1520,230
32708,21750,3330,1100
32709,1110,110,0
32712,20820,3060,660
32713,9770,1410,290
32714,18540,1240,350
32720,13360,1180,260
32724,15920,1730,410
32725,21800,1150,120
32726,9020,610,120
32730,2800,170,0
32732,2480,380,150
32735,2310,240,30
32736,4560,680,190
