75001,9340,1320,590
75002,30620,6640,2970
75006,23870,2470,590
75007,26370,4690,1240
75009,6710,1860,920
75010,14470,2730,1170
75013,19110,4820,4120
75019,20160,4890,3740
75020,10080,940,240
75021,3880,340,80
75022,11280,2910,3010
75023,22660,4320,1220
75024,20510,4840,3140
75025,23790,5990,3260
75028,21150,5910,2840
75032,14650,3170,2020
75034,31520,7000,5600
75035,30250,9040,4570
75038,15100,1330,700
75039,11820,2400,1150
75040,28880,2180,260
75041,13450,630,100
75042,17020,610,60
75043,28780,2690,440
75044,21350,2770,1070
75048,11820,2830,780
75050,19320,1180,230
75051,16870,500,60
75052,43660,5020,640
75054,6390,1960,560
75056,31400,5590,2840
75057,7110,360,80
75058,1540,370,120
75060,21350,1190,140
75061,23350,1160,200
75062,22600,1530,540
75063,19450,4470,2190
75065,5890,1030,260
75067,32840,3350,570
75068,25760,5900,1070
75069,17020,2160,1320
75070,43980,11490,4140
75071,24560,6360,2260
75074,23310,3020,890
75075,17500,3730,1090
75076,3730,560,170
75077,17870,4350,1980
75078,11850,3490,2890
75080,20720,3820,1580
75081,18210,2680,580
75082,11570,2690,1540
75087,16700,4680,1480
75088,12060,2300,590
75089,15260,3190,660
75090,9750,620,120
75092,11150,1290,390
75093,23600,4480,4930
75094,9750,2690,1490
75098,26970,5730,1100
75102,550,70,0
75103,5850,750,200
75104,23170,2450,660
75105,140,0,0
75109,1850,290,70
75110,11670,730,170
75114,2680,420,50
75115,26200,2750,470
75116,9010,530,60
75117,1670,200,40
75119,11710,970,220
75124,1940,190,30
75125,3170,190,30
75126,23040,4650,770
75127,690,50,0
75134,9710,370,0
75135,3190,580,80
75137,9450,910,190
75140,2840,280,30
75141,1780,60,0
75142,8880,940,190
75143,6030,530,120
75144,1360,130,40
75146,10660,640,70
75147,3310,330,60
75148,2470,230,70
75149,25820,1430,160
75150,28070,1560,140
75152,2360,270,60
75153,300,0,0
75154,19530,2620,480
75155,1150,70,0
75156,5840,510,150
75158,2070,300,50
75159,7970,580,80
75160,11420,1050,290
75161,3040,330,50
75163,960,110,40
75165,19840,2580,570
75166,2330,540,100
75167,4820,1170,230
75169,6430,610,130
75172,1970,30,0
75173,2930,470,80
75180,10210,290,20
75181,12360,1550,150
75182,3050,830,520
75189,13700,2570,410
75201,10000,1650,1420
75202,1520,270,160
75203,5980,150,30
75204,18510,2880,1570
75205,10070,1510,3750
75206,21000,3010,2140
75207,2150,270,110
75208,14100,1340,910
75209,7740,1020,1840
75210,2840,0,0
75211,30080,740,90
75212,10990,200,40
75214,16960,2870,3790
75215,7110,230,60
75216,21750,200,0
75217,33300,400,30
75218,11750,2170,1310
75219,16950,2660,1940
75220,14890,810,1080
75223,6090,340,200
75224,14110,460,110
75225,10860,1650,4670
75226,1960,180,50
75227,24120,690,100
75228,29260,1600,340
75229,15300,2250,2690
75230,13990,1850,3800
75231,17390,1230,970
75232,13940,450,50
75233,6270,310,40
75234,15750,1490,560
75235,9100,470,130
75236,7540,340,60
75237,7590,120,0
75238,13650,2390,1530
75240,10760,710,610
75241,13710,190,0
75243,27610,1900,1030
75244,6360,1090,980
75246,990,50,30
75247,600,30,30
75248,18240,3410,2840
75249,7290,610,40
75251,2040,200,80
75252,12480,2030,1590
75253,8020,160,0
75254,11880,770,860
