79567, NaN
79601, 37.50 %
79602, 48.87 %
79603, Infinity
79605, 23.35 %
79606, 34.21 %
79607, NaN
79701, 34.21 %
79703, 92.31 %
79705, 55.22 %
79706, 121.01 %
79707, 49.66 %
79713, 7.14 %
79714, 21.46 %
79718, NaN
79720, 42.86 %
79731, 0.00 %
79734, Infinity
79735, 54.93 %
79738, NaN
79739, 25.00 %
79741, NaN
79745, 48.94 %
79749, NaN
79752, NaN
79756, 23.71 %
79758, 66.67 %
79761, 16.07 %
79762, 14.72 %
79763, 76.47 %
79764, 32.65 %
79765, 84.14 %
79766, 127.27 %
79772, 80.33 %
79782, 52.94 %
79821, NaN
79830, 105.88 %
79835, Infinity
79836, 50.00 %
79839, NaN
79843, Infinity
79849, NaN
79852, NaN
79901, 21.21 %
79902, 30.00 %
79903, 78.57 %
79904, 59.42 %
79905, Infinity
79906, NaN
79907, 138.10 %
79908, NaN
79911, 251.35 %
79912, 32.90 %
79915, 42.86 %
79922, 31.46 %
79924, 42.86 %
79925, 39.07 %
79927, 25.00 %
79928, 159.26 %
79930, 11.11 %
79932, 41.03 %
79934, 85.19 %
79935, 25.00 %
79936, 33.17 %
79938, 225.30 %
