78652,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02
92585,78652,Austin,TX,Austin-Round Rock,Travis County,12442,161435,162474,163424,164128,164548,164338,164576,164976,165753,166664,167337,167631,168079,166770,165682,164370,164978,166306,167858,169006,170070,170719,170846,171450,172248,174671,176915,179768,179552,179549,178269,177486,176001,174853,175700,176515,177444,177664,177927,179067,180988,182677,183767,184566,185386,186582,187458,188960,190575,192319,193565,193019,193232,193579,195421,198117,201525,204183,205104,204573,203347,201415,200396,200712,200949,199797,198370,196870,195970,194917,194010,193488,194118,196053,197192,196995,196259,197114,197838,198630,198329,198405,199082,200465,200775,200168,199390,199858,199649,198984,198568,197382,196348,195526,196055,196428,196709,196952,197342,197419,198905,200369,201969,203544,205189,206501,206663,206943,208378,209945,212180,213387,214962,216415,217817,219049,219916,220353,220607,220351,220125,219287,218574,218646,217700,216750,214647,213467,213088,214008,215474,216182,215869,216494,217106,218298,220191,222110,224719,227185,229208,230038,229206,230118,231301,231884,231042,229654,228115,227292,226798,225029,222438,220678,220875,220555,219410,218632,218980,220109,220333,219452,217980,218001,219168,219951,220124,220179,220743,221342,221288,220894,220216,220129,221116,222169,222713,221998,221052,219437,218744,218355,218252,216864,216025,215805,215655,214862,214082,214474,215192,216828,217249,217505,217517,219041,221273,222758,222849,222215,222488,223788,225548,226995,229637,231575,234004,235427,236025,236690,238169,241666,244332,246349,247608,248703,249310,250003,251604,253730,257550,261647,265282,267464,268771,269997,271388,273394,276010,279697,282598,285746,286453,286463,287041,288831,292512,295763,298859,301595,303266,304636,305401,306694,308922,311674,313866,315598,316537,317647,318620,319544,321783,323556,325023,324722,324457,325573,327229,328599,329335,329541,330492,332136,333874,336052,338730,341822,345047,345616,347222,347246,348276,348468,349734,350492,350732,350223,349548,349212,348521,348909,348138,348534,348391,348924,348147
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
