35004,5130,650,70
35005,3170,190,0
35006,1210,130,0
35007,11930,1870,270
35010,7890,660,180
35014,1610,130,30
35016,7170,770,130
35019,880,80,0
35020,8990,160,0
35022,10200,1330,240
35023,10160,940,90
35031,2910,210,20
35033,1390,150,40
35034,1360,100,0
35035,560,60,0
35040,7760,810,90
35042,2190,210,20
35043,5370,1390,300
35044,3100,230,30
35045,5540,530,80
35046,2380,310,50
35049,1540,170,0
35051,3470,470,130
35053,1080,170,50
35054,1800,290,80
35055,7990,830,190
35057,5260,620,150
35058,4250,420,100
35061,620,30,0
35062,3300,440,50
35063,1220,80,0
35064,4150,190,0
35068,3780,330,40
35071,7530,1250,220
35072,1790,100,0
35073,950,50,0
35077,5240,380,40
35078,900,70,30
35079,3550,390,30
35080,8130,1880,300
35083,1210,100,0
35085,3420,320,30
35087,840,70,0
35089,750,20,0
35091,1280,310,30
35094,6270,750,150
35096,3470,330,60
35097,770,90,0
35098,540,60,0
35111,7170,1270,160
35114,3120,650,100
35115,5180,470,80
35116,1980,340,50
35117,2690,460,70
35118,1370,150,0
35120,6250,780,80
35121,5930,560,130
35124,11810,2190,700
35125,4310,310,40
35126,9550,1150,110
35127,4450,470,40
35128,4250,670,130
35130,1250,110,0
35131,1510,110,0
35133,1600,160,0
35135,830,140,0
35136,640,70,0
35143,1270,140,40
35146,4640,800,140
35147,2330,410,100
35148,1040,80,0
35150,6930,500,80
35151,2970,330,40
35160,9720,560,110
35171,1360,190,0
35172,1100,90,0
35173,13010,3150,860
35175,2060,280,40
35176,350,30,0
35178,1430,150,0
35179,3870,360,70
35180,5740,820,80
35183,300,30,0
35184,2110,170,0
35186,2040,370,100
35188,1100,150,0
35203,1530,200,120
35204,3490,40,0
35205,7640,500,330
35206,6550,170,20
35207,3130,40,0
35208,5760,90,0
35209,12040,1900,1330
35210,6620,720,200
35211,10300,260,50
35212,4560,260,50
35213,7030,1230,1910
35214,8310,430,30
35215,19760,710,50
35216,16300,2480,1410
35217,4950,160,30
35218,2540,20,0
35221,1760,0,0
35222,4070,600,380
35223,5520,1190,1830
35224,2150,60,0
35226,17040,4390,1830
35228,4230,80,0
35233,870,90,40
35234,1790,30,0
35235,9200,580,50
35242,25640,5700,4180
35243,10130,1900,1630
35244,16370,3750,1640
35401,9970,310,150
35404,7970,430,120
35405,18310,1760,280
35406,6860,1580,1180
35441,440,40,0
35442,1840,80,20
35443,660,20,0
35444,1520,160,0
35446,830,90,0
35447,1220,100,0
35452,1600,180,30
35453,4860,430,50
35456,1790,150,30
35458,220,20,0
35459,320,0,0
35460,210,0,0
35461,690,70,0
35462,1870,100,0
35463,810,90,0
35464,190,0,0
35466,2250,270,0
35469,130,0,0
35470,1820,150,30
35473,7190,980,150
35474,2890,290,30
35475,6970,1520,290
35476,3620,170,40
35480,670,100,0
35481,1280,90,0
35490,1780,240,0
35501,3620,250,50
35503,3310,350,40
35504,5200,770,170
35540,940,70,0
35541,1320,150,60
35542,430,30,0
35543,380,20,0
35544,230,0,0
35546,1510,140,0
35548,580,20,0
35549,1380,100,0
35550,1850,160,20
35552,350,30,0
35553,1670,120,30
35554,420,40,0
35555,3680,280,40
35563,1600,130,20
35564,780,50,0
35565,4740,290,70
35570,3900,260,50
35571,310,20,0
35572,370,40,0
35574,540,60,0
35575,370,30,0
35576,1160,110,0
35578,1820,140,0
35579,1170,110,0
35580,1470,150,0
35581,1890,130,0
