80002,9100,870,210
80003,17720,1560,140
80004,17580,2530,400
80005,13620,3010,640
80007,3730,1110,610
80010,15530,230,20
80011,21160,520,40
80012,21990,1030,100
80013,33830,3800,290
80014,20110,1760,300
80015,29460,5560,1090
80016,20910,5640,2380
80017,16650,850,60
80018,4490,960,100
80019,890,90,0
80020,23310,4210,880
80021,16220,2380,360
80022,18580,1540,200
80023,7520,2220,1210
80026,13770,2120,890
80027,15400,3600,1490
80030,7060,280,30
80031,17670,2420,670
80033,12700,1100,240
80045,170,20,0
80101,140,20,0
80102,2560,420,60
80103,1060,140,0
80104,13290,2570,750
80105,490,60,0
80106,1860,440,90
80107,5690,1220,290
80108,10410,2670,2180
80109,8180,2400,620
80110,10660,520,60
80111,14700,2950,2490
80112,15180,2910,1110
80113,10350,930,1210
80116,2040,510,260
80117,1160,180,40
80118,2610,730,380
80120,14530,1950,630
80121,9080,1510,1200
80122,15600,3050,1010
80123,22760,3550,1430
80124,9260,1940,1260
80125,4730,1360,420
80126,18510,5080,2350
80127,21510,5120,1800
80128,18160,3120,660
80129,12420,3470,1080
80130,11950,3500,1060
80132,10130,2930,940
80133,1290,190,30
80134,26920,6880,2360
80135,1890,420,210
80136,2230,340,30
80137,580,90,30
80138,13280,3510,1120
80202,6640,1170,810
80203,12180,740,250
80204,13740,630,220
80205,15320,1160,290
80206,13850,1900,1510
80207,10240,1170,480
80209,13160,2190,1830
80210,16960,2720,1910
80211,17140,2210,640
80212,9890,1310,350
80214,12050,550,90
80215,9450,1290,370
80216,5430,90,30
80218,11510,1010,690
80219,26550,500,40
80220,17830,2360,1610
80221,17720,520,50
80222,10920,1170,290
80223,8450,300,50
80224,9130,1060,310
80226,16490,1410,250
80227,17410,2060,570
80228,16860,2860,830
80229,22800,940,60
80230,4050,770,580
80231,17400,1330,410
80232,11090,1090,120
80233,21840,1790,110
80234,13080,1680,460
80235,3740,390,170
80236,7300,570,60
80237,10960,1550,550
80238,6120,2000,1100
80239,16770,410,20
80241,14960,2520,360
80246,6930,440,310
80247,13870,740,150
80249,11320,920,80
80260,14050,380,30
80301,12730,1910,1050
80302,10930,1380,1120
80303,11270,1700,930
80304,13540,2210,1650
80305,8600,1590,690
80401,18470,3240,1750
80403,9100,2150,1020
80421,3520,550,80
80422,1550,220,40
80424,5340,560,330
80428,280,60,0
80433,4240,1020,330
80435,4160,440,140
80439,10530,2550,1560
80440,1020,90,30
80446,1770,180,50
80447,840,110,30
80449,360,30,0
80452,1740,190,30
80455,250,40,0
80456,250,40,0
80457,450,60,0
80459,940,90,0
80461,2920,190,20
80465,7560,1400,590
80466,1820,330,90
80467,830,110,0
80468,110,0,0
80470,1680,400,110
80480,520,30,0
80481,230,40,0
80487,3690,500,270
80498,2730,350,160
80501,19310,1390,200
80503,15040,2870,1450
80504,22060,3970,1000
80510,230,30,0
80512,960,140,40
80513,5320,970,270
80514,1880,160,0
80515,290,30,0
80516,9720,2740,780
80517,5140,680,210
80521,12090,870,210
80524,15870,1860,670
80525,24720,3750,1070
80526,21000,2700,650
80528,8460,1910,820
80530,1880,210,0
80534,6050,1040,160
80535,1470,140,40
80536,810,130,40
80537,19160,2050,490
80538,21600,2660,550
80540,2350,440,180
80542,1910,390,110
80543,2630,220,30
80545,340,40,0
80547,800,240,100
