99501,7740,860,520
99502,11690,2140,710
99503,7670,750,240
99504,19120,2680,400
99505,2290,130,0
99506,2960,160,0
99507,18480,3240,1040
99508,15260,1590,470
99515,10960,2310,920
99516,9630,2700,1910
99517,8060,1160,570
99518,5180,770,160
99540,140,40,0
99556,1140,130,30
99567,4200,1060,240
99568,150,20,0
99572,220,50,0
99573,430,60,0
99577,12820,3300,940
99586,250,30,0
99588,640,110,0
99603,5510,820,240
99610,1110,190,40
99611,6340,1100,250
99615,6330,900,190
99631,140,30,0
99639,570,90,0
99645,13070,2590,560
99654,14920,2780,570
99664,2230,320,60
99669,7640,1420,420
99672,1640,310,80
99674,690,100,0
99676,980,100,30
99686,2010,470,120
99688,1360,180,40
99701,7990,900,170
99702,1350,100,0
99703,3640,130,0
99705,8830,1760,180
99709,10750,2030,530
99712,4330,1020,220
99714,450,80,0
99737,1880,340,50
99743,580,140,0
99760,350,50,0
99780,790,100,0
99801,11990,2450,540
99824,1150,240,50
99827,1280,150,40
99833,1710,270,80
99835,4450,690,160
99901,6340,970,230
